	mock1_1	mock2_1	salt_1h_1	salt_2h_1	heat_1h_1	heat_2h_1	mock1_2	mock2_2	salt_1h_2	salt_2h_2	heat_1h_2	heat_2h_2
ENSG00000165271	3.402	3.9238	2.5589	2.4699	3.2782	2.3936	3.8789	3.5145	2.1305	2.7727	2.6277	2.0877
ENSG00000230453	0.3617	0.4746	0.3435	0.5213	0.6421	0.6601	0.408	0.5913	0.5351	0.5919	0.701	0.5284
ENSG00000226562	0.1723	0.3597	0.2462	0.3064	0.3898	0.8516	0.329	0.2774	0.2157	0.6445	0.411	0.3125
ENSG00000260947	0.0185	0.0055	0	0	0	0	0	0.0268	0.0278	0.018	0	0.0091
ENSG00000227301	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000010438	0.2423	0.0602	0.1039	0.0479	0.1199	0.0513	0.1388	0.1755	0.1214	0	0.0578	0.0799
ENSG00000107341	6.2143	6.3014	5.6644	6.2781	6.4738	4.3371	5.4981	5.9873	5.1672	4.9246	6.8386	3.7738
ENSG00000137073	2.9305	3.3472	1.7884	1.7593	2.7366	1.8323	2.9985	2.715	1.44	1.5287	2.4243	1.3218
ENSG00000198876	5.5828	5.6544	3.3101	2.8434	3.8109	2.0129	5.9031	6.1171	2.1305	1.7894	4.598	1.601
ENSG00000165006	6.4969	6.1247	5.9372	6.2593	4.8143	2.7434	7.1009	6.9053	4.5436	6.0373	5.7004	2.558
ENSG00000186638	2.5336	2.429	1.737	1.2973	1.8299	0.9048	1.9912	1.9771	1.282	0.9092	1.4737	0.6317
ENSG00000164978	3.0678	2.971	1.0417	1.0085	1.7524	1.4927	2.3664	2.5526	1.4604	0.8003	1.8551	0.7512
ENSG00000164976	0.2089	0.2522	0.6464	0.604	0.3631	0.5784	0.3035	0.3297	0.8419	0.7307	0.559	0.5996
ENSG00000164972	0.0679	0.2432	1.1263	0.8325	0.9224	1.0555	0.1557	0.175	1.0209	1.0829	1.0375	0.7842
ENSG00000164970	2.8093	3.2946	2.0541	2.0743	2.6541	1.694	3.6926	3.5794	2.1623	2.0266	2.5082	1.5515
ENSG00000122735	0	0	0.0217	0.02	0.0143	0.0143	0	0	0	0.1479	0.008	0.0583
ENSG00000168913	0	0.0359	0	0	0	0.0255	0	0	0	0	0	0
ENSG00000122756	0	0	0.0267	0.0185	0.0132	0.1319	0	0	0.0234	0.1063	0	0.1386
ENSG00000164967	0.9849	0.979	0.6142	0.1416	1.1142	0.7839	1.573	1.182	0.4484	0.3204	1.1108	0.7676
ENSG00000137100	2.5339	2.5509	0.6602	0.6723	1.5679	1.1032	2.4541	2.5626	0.7152	0.3279	1.316	0.6093
ENSG00000205143	0.0693	0	0.0198	0	0.1568	0.1174	0	0.0223	0	0.0225	0.1323	0.0457
ENSG00000147955	9.7655	10.215	6.0064	5.4906	8.9279	5.684	11.1547	10.6516	3.9023	5.0543	8.0588	5.3733
ENSG00000213930	1.1653	1.35	0.538	0.2392	0.8176	0.6203	1.4378	1.4287	0.4602	0.3134	0.72	0.4434
ENSG00000258728	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137070	1.0988	1.288	0.6085	0.4162	1.3208	0.8858	1.2415	1.2015	0.5618	0.4915	1.0559	0.6039
ENSG00000213927	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000187186	0.0178	0.0636	0	0	0.0151	0	0.0407	0.0515	0	0.0174	0.0339	0.0352
ENSG00000172724	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000137077	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000205108	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000122733	0.0055	0.0033	0.0047	0.013	0	0	0.0126	0.0106	0	0.0054	0	0.0109
ENSG00000137094	1.9031	2.1547	0.5076	0.3542	2.1593	1.9548	1.9143	1.7796	0.3907	0.2645	1.7898	1.4557
ENSG00000174038	0	0	0	0	0	0	0	0	0	0	0.0081	0
ENSG00000269510	1.1238	1.7428	9.1865	9.417	4.4498	7.6814	1.2018	1.2303	10.3564	11.0396	5.7914	7.4856
ENSG00000165280	21.0483	21.5368	14.4401	17.3258	17.991	13.5333	20.6001	19.747	11.9313	13.6791	16.0429	11.1043
ENSG00000221829	3.481	3.6091	1.5619	1.2083	1.9894	1.9408	3.4303	3.1273	1.2737	1.1088	2.1171	1.2489
ENSG00000165282	1.4028	1.5115	0.5316	0.4454	1.0559	1.1733	1.3377	1.4819	0.5439	0.4416	0.8162	0.8192
ENSG00000165283	6.4276	6.3737	3.8883	3.6237	7.3439	5.6132	5.5571	5.7707	2.518	2.1163	5.306	3.7252
ENSG00000005238	3.6309	4.0551	1.5959	1.411	2.0969	2.0855	4.2765	4.2686	1.2912	1.1363	2.8195	2.0021
ENSG00000198722	2.0172	2.1113	1.6575	1.5711	2.3198	1.6086	2.1412	2.4738	1.5525	1.3412	2.1468	1.3009
ENSG00000268482	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000198853	6.1202	6.9687	3.8214	2.4145	4.7937	2.6196	7.8336	7.2859	3.1801	2.3508	5.2822	2.0086
ENSG00000215187	0	0.0425	0.0204	0	0.0202	0.0201	0.0544	0.0229	0	0	0.068	0.047
ENSG00000107140	2.248	2.5253	1.0113	0.8009	1.5139	1.025	3.0261	2.7557	0.8633	1.0526	1.8759	0.7978
ENSG00000137101	0.0483	0.0979	0.0828	0.0229	0.0492	0.0491	0.0221	0.028	0.1016	0.0283	0.0737	0.0669
ENSG00000137078	0	0	0	0	0	0.408	0	0	0	0.0247	0	0.351
ENSG00000269900	140.702	173.0609	395.2958	164.964	377.2311	558.1729	283.4019	187.4804	494.0651	554.4135	468.3885	831.86
ENSG00000159884	2.9095	2.9191	1.7792	1.5512	2.4878	1.3186	3.6178	2.6144	1.4572	1.1665	2.5829	1.1825
ENSG00000137135	0.7676	0.772	0.4173	0.1368	0.9323	1.862	0.7473	0.5816	0.2714	0.4553	0.8522	1.3549
ENSG00000107159	0	0	0.0167	0	0.0166	0.0496	0	0.0189	0	0.0571	0.0186	0.0386
ENSG00000198467	38.0916	41.3459	35.727	30.5095	42.2818	26.7074	55.398	50.4858	35.1984	37.2958	46.5264	23.5485
ENSG00000137076	27.0699	30.3076	18.9119	20.3314	27.4193	17.5732	32.8198	29.5664	15.4058	20.8663	28.7407	13.7394
ENSG00000107175	4.6755	4.8826	3.3481	3.4523	3.5456	2.7281	5.2195	5.1449	3.3452	3.0081	3.8408	2.2024
ENSG00000070610	3.1058	3.5478	1.403	1.6131	2.3411	1.2016	3.4408	3.6818	1.2341	1.4903	2.2106	0.895
ENSG00000107185	2.8778	3.5033	2.0083	1.7547	2.3378	1.8154	3.6301	3.8936	1.6436	1.9976	2.3392	1.5626
ENSG00000215183	0	0.0494	0	0	0	0	0	0	0	0	0	0
ENSG00000227388	0	0	0.0587	0.1624	0.0581	0.2611	0	0.0661	0.2572	0.4009	0.0327	0.2371
ENSG00000159899	2.496	3.1735	1.9449	1.7098	2.5184	1.8219	3.8452	3.1685	1.6597	1.8925	2.4785	1.7183
ENSG00000137098	0.1557	0.1642	0.0103	0.0142	0.0813	0.0304	0.1372	0.1735	0	0	0.0114	0.0118
ENSG00000137133	1.1431	0.9902	0.5601	0.4195	0.8544	0.4151	1.2473	0.907	0.2658	0.2921	0.8051	0.2692
ENSG00000137103	0.5586	0.5696	0.376	0.235	0.4128	0.3155	0.7708	0.6092	0.3429	0.3048	0.47	0.1723
ENSG00000204930	0	0	0.0071	0	0	0	0	0	0	0	0	0.0082
ENSG00000168828	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196196	0.1715	0.1637	0.0882	0.0814	0.0582	0.0291	0.2358	0.1988	0.1546	0.0335	0.0655	0.0679
ENSG00000235387	0	0.0362	0.0173	0	0.0172	0.0171	0.139	0	0.0304	0.0395	0	0
ENSG00000122718	0.0623	0.0186	0	0	0.0792	0.0791	0.1427	0.0301	0	0	0.0891	0.0616
ENSG00000122707	7.6666	7.5535	4.6367	4.2961	7.3237	4.0338	9.797	9.7179	5.1844	3.5933	9.6573	4.0266
ENSG00000122694	1.675	1.766	1.2509	1.166	1.2286	0.8149	1.461	2.0563	1.3476	0.9068	1.4334	0.791
ENSG00000185972	0.2183	0.2704	0.5039	0.2987	0.7266	1.0955	0.2693	0.3082	0.7064	0.5735	0.9454	1.5779
ENSG00000122705	8.0604	8.1541	5.5557	5.9774	7.3227	5.4681	7.9285	8.4243	4.3614	4.3373	6.1339	4.3585
ENSG00000159921	4.9806	4.8871	2.4134	1.9474	3.3474	1.8555	4.2543	4.5524	1.9044	1.2891	3.2425	1.2656
ENSG00000137075	4.6036	4.8359	3.1187	2.4995	3.2978	1.4127	4.2828	4.5904	2.3614	1.4611	3.4355	1.1345
ENSG00000165304	13.3108	12.0846	7.4249	7.2163	10.7836	6.5239	8.9667	9.1389	6.228	3.4788	8.6663	3.6205
ENSG00000196092	0	0	0	0	0	0.003	0	0	0	0.0034	0	0
ENSG00000232920	0	0	0	0	0	0.2624	0	0	0	0	0.0657	0.2043
ENSG00000260100	0.0338	0.0202	0.087	0	0.0574	0.2578	0	0.0653	0.0508	0.033	0.0645	0.3679
ENSG00000233137	3.435	2.9872	2.9321	3.5792	3.5646	3.7558	3.5468	3.6608	3.1059	3.4874	4.2497	4.7765
ENSG00000147905	2.7187	2.6635	2.4361	1.8103	2.9509	2.9538	2.7314	3.186	2.809	2.0713	3.0619	3.5373
ENSG00000224648	0	0	0.115	0	0	0	0	0	0	0.2618	0	0
ENSG00000137106	2.6566	2.8811	1.2027	0.9038	2.1086	1.1159	2.9559	2.6402	0.8132	0.7922	2.0144	0.7808
ENSG00000168795	5.0856	4.7052	4.3666	4.9445	3.5619	2.6917	4.1481	4.4906	3.503	5.2443	3.2937	2.5363
ENSG00000137054	5.9552	6.3299	6.074	6.3691	4.6345	4.5512	4.6676	5.0381	4.9514	6.5834	4.9402	4.7102
ENSG00000147912	0.4895	0.5518	0.392	0.4082	0.4655	0.3783	0.4561	0.5404	0.4041	0.4357	0.5493	0.4576
ENSG00000256966	0	0	0	0	0	0	0.0232	0	0	0.0099	0	0
ENSG00000175768	1.5652	1.4883	1.7101	1.2196	1.2825	2.0082	1.4551	1.4255	1.5185	1.152	1.3144	2.5657
ENSG00000255872	0.1258	0.2026	0.0539	0.1492	0.1387	0.3304	0.2594	0.0851	0.1323	0.2455	0.132	0.2489
ENSG00000070601	0.0097	0.0087	0.0083	0.0057	0.0082	0.0041	0	0.0094	0.0218	0.0142	0.0046	0.0096
ENSG00000165275	1.116	1.3041	0.3808	0.3376	0.657	0.4342	1.1482	1.287	0.5475	0.2222	0.6738	0.3717
ENSG00000107371	3.45	3.0029	1.2757	1.9815	2.5887	1.9092	2.9893	2.7806	0.9881	1.2098	2.4795	1.6744
ENSG00000122741	2.817	2.7308	1.8428	1.8067	2.9046	2.0454	2.8406	2.9695	1.776	1.2134	3.0362	1.902
ENSG00000122696	2.9674	2.6276	3.6641	3.1951	2.0338	1.2676	2.3676	2.7705	3.5642	2.3068	2.0193	0.9076
ENSG00000107338	1.847	1.8474	2.5279	1.2923	1.7812	1.215	1.8401	1.7841	1.6891	1.3433	2.0034	1.2256
ENSG00000137124	4.5177	4.5712	2.1237	1.9159	3.2018	1.5492	5.0421	4.0456	1.4055	1.6389	2.2622	1.0936
ENSG00000137142	0	0	0.0511	0	0	0	0.0683	0	0	0	0	0.0295
ENSG00000180071	0.0179	0.0133	0.0077	0	0.0266	0.0114	0.0103	0	0.0067	0.0044	0.0085	0.0044
ENSG00000106714	0	0	0	0	0	0	0	0	0	0.0033	0	0
ENSG00000228534	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000227921	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235283	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204844	0	0	0	0.022	0	0	0	0	0	0	0	0.0183
ENSG00000236361	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196409	0.1473	0.1758	0.0505	0.0087	0.0375	0.0062	0.3376	0.1708	0.0443	0.0216	0.0703	0.0146
ENSG00000204837	0.069	0.0411	0.0591	0.0204	0.0439	0.0438	0.0395	0.0333	0	0.0337	0.1152	0.0512
ENSG00000228136	0	0	0	0	0	0.1592	0	0	0	0	0	0
ENSG00000183148	0	0	0	0	0.0071	0	0	0	0.0126	0	0	0
ENSG00000240240	0	0	0.0124	0	0.0369	0	0.0664	0.014	0	0	0.0277	0
ENSG00000215126	0.8145	0.8326	0.3561	0.2348	0.5393	0.3573	0.71	0.7621	0.4175	0.159	0.6645	0.3002
ENSG00000204828	0.0314	0.1063	0.3775	0.0497	0.4714	0.2043	0.048	0.0304	0.4883	0.133	0.5402	0.2696
ENSG00000233244	0	0.0248	0	0	0	0.0705	0	0	0	0	0	0
ENSG00000132498	0	0	0	0	0	0.005	0	0.0057	0	0.0057	0	0
ENSG00000232866	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000233074	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000236322	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000185775	0	0	0	0	0	0.0064	0	0	0	0	0	0
ENSG00000154529	0	0.0059	0.0042	0	0.0021	0.0063	0.0057	0.0048	0.0074	0.0024	0	0.0049
ENSG00000229311	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000212952	0.019	0.0568	0	0	0.0323	0.0484	0.0436	0.0736	0	0	0	0.0942
ENSG00000237357	0.0885	0.0904	0	0	0.0322	0.0642	0.0869	0.0854	0	0	0.0482	0.2
ENSG00000231248	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204814	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000154537	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000223379	0	0.0395	0	0.0785	0	0.1684	0	0.064	0	0	0	0.0655
ENSG00000229697	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231527	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000235037	0	0	0	0	0	0.0776	0	0	0	0	0	0
ENSG00000268578	0.2414	0.216	0.1035	0	3.8918	2.1478	0.2766	0.4664	0	0.1178	3.9166	1.1941
ENSG00000232116	0	0.0161	0.0232	0.0321	0	0.0688	0	0.0261	0	0.0528	0	0
ENSG00000182368	0	0.0631	0	0	0.0449	0.0897	0.2425	0.1533	0.0795	0.1033	0	0.0523
ENSG00000204807	0	0.0291	0.0209	0.0289	0.0207	0.0206	0	0.0235	0	0.0238	0.0232	0.0482
ENSG00000225353	0	0	0	0	0	0.0262	0	0	0.2325	0.0604	0	0
ENSG00000237198	0	0	0	0	0	0	0	0	0	0	0.0696	0.024
ENSG00000231997	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000231212	0	0	0	0.0491	0	0	0	0	0	0	0.0395	0
ENSG00000204802	0.3369	0.3301	0.0206	0.0143	0.49	0.316	0.2481	0.3486	0	0	0.31	0.5831
ENSG00000233651	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000232827	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226007	0.0573	0.0769	0	0	0.0122	0.0607	0.0657	0.0692	0	0	0.041	0.0709
ENSG00000203372	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000229746	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000234734	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000238113	1.2123	1.1005	0.5151	0.2544	1.6202	2.4088	0.8358	1.1399	0.7253	0.3978	1.6585	2.7804
ENSG00000234665	0.0108	0.0065	0.0186	0.0128	0.0092	0.0367	0.0744	0.0627	0.0325	0	0	0.0214
ENSG00000170161	0.372	0.4207	0.077	0	0.4462	0.4347	0.2645	0.5823	0.0385	0.025	0.2693	0.3933
ENSG00000182021	0	0	0	0.0108	0	0	0	0	0	0	0	0
ENSG00000232833	0.1515	0.2711	0.0928	0.0513	0.3305	0.8435	0.1488	0.1881	0.0975	0.1267	0.1446	0.8563
ENSG00000170215	0	0.1262	0.0454	0	0.1347	0.4931	0	0.2044	0	0.0516	0	0.471
ENSG00000196774	0	0	0.0239	0	0	0	0.0213	0.009	0	0	0.0089	0.0092
ENSG00000155282	0	0	0.0275	0.076	0.0272	0.0543	0.0734	0.031	0	0	0.0306	0.0951
ENSG00000225411	0.1246	0.0878	0.0583	0.094	0.1153	0.1919	0.1297	0.0438	0.1191	0.0221	0.2594	0.2352
ENSG00000231242	0.1763	0.0861	0.3162	0.1141	0.6121	1.3176	0.3673	0.2633	0.2409	0.1408	0.2448	0.5392
ENSG00000237543	0	0	0.2052	0.0567	0.2842	0.2433	0	0.0462	0.1438	0	0.1827	0.2367
ENSG00000240907	0	0	0.0875	0.0269	0	0.0192	0	0	0.1704	0.0885	0.0108	0.0224
ENSG00000204793	0.012	0	0.041	0	0.0609	0.0203	0	0	0.0359	0.07	0.0457	0.0355
ENSG00000204790	0.3021	0.296	0.1254	0.0284	0.1953	0.065	0.4175	0.5836	0.1081	0.0959	0.3271	0.1138
ENSG00000196400	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000204788	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000172014	0	0.0044	0	0	0	0	0	0	0	0	0	0
ENSG00000176134	0	0	0	0	0.0573	0	0	0	0	0	0	0
ENSG00000204779	0	0	0.027	0	0.0178	0.0089	0	0	0.0158	0	0	0.0207
ENSG00000184659	0	0	0	0	0	0	0	0	0.0158	0	0.01	0
ENSG00000147996	0.1385	0.0918	0.0616	0.0152	0.0457	0.0413	0.094	0.0892	0.0385	0.045	0.071	0.0431
ENSG00000269337	0.1927	0.2545	0.118	0	5.4651	3.2186	0.2523	0.359	0.062	0.0537	5.3851	2.8863
ENSG00000196873	1.6977	1.6601	1.1685	0.3492	1.0142	0.6752	0.6219	1.3443	0.4338	0.3719	0.8376	0.6569
ENSG00000187559	0.012	0.0143	0.1743	0	0.1928	0.152	0	0.0578	0.1797	0.14	0.2054	0.1301
ENSG00000234394	0	0	0.0272	0.0075	0.0108	0.0215	0	0	0.0191	0.0248	0.0121	0.0377
ENSG00000225337	0	0	0	0	0	0.0664	0	0	0.2354	0	0	0
ENSG00000154330	0.4477	0.3246	0.4817	0.229	0.4804	0.4574	0.4928	0.4324	0.3891	0.2955	0.5445	0.4515
ENSG00000181778	0	0	0	0	0	0	0.06	0	0	0	0	0
ENSG00000226337	0	0	0.1286	0.0889	0	0.0159	0	0	0.2253	0.1097	0	0.0185
ENSG00000234506	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000107242	0	0.0208	0.0299	0.0744	0.0059	0.0236	0	0.0202	0.0314	0.0749	0.0067	0.0414
ENSG00000187866	2.3778	2.2445	1.0424	0.9115	1.35	1.0831	2.499	2.5127	0.779	0.7327	1.3393	0.8754
ENSG00000165059	0	0	0	0	0	0.0352	0	0	0	0	0	0
ENSG00000165060	1.0535	0.8267	0.5515	0.4339	0.7809	0.404	0.7115	0.8248	0.6665	0.2164	0.7302	0.4936
ENSG00000119139	3.0858	3.1467	1.9316	1.6941	3.7582	5.2672	2.4323	2.5265	1.3122	0.8522	3.1158	5.4892
ENSG00000135063	0	0.0048	0	0	0	0.0069	0	0	0	0	0	0.0642
ENSG00000107282	1.4266	1.3358	1.2574	0.9286	1.2231	0.7016	1.303	1.5322	1.2066	1.1535	1.3947	0.5921
ENSG00000261447	0.0675	0.0201	0.029	0	0.0573	0.1431	0	0.0326	0	0	0.0322	0
ENSG00000188647	7.122	5.9335	3.729	3.9849	5.5079	2.9109	6.2255	6.3376	3.2431	2.1715	5.4046	2.3942
ENSG00000225626	0	0	0	0	0	0	0	0	0	0.0216	0	0
ENSG00000204711	0.0764	0.0152	0	0	0.0432	0.0216	0	0	0	0	0	0.0504
ENSG00000165072	1.6659	1.5636	1.5082	0.9727	2.1095	2.8016	1.4727	1.3396	1.08	0.883	1.493	3.2541
ENSG00000198887	10.5813	9.1916	8.8634	8.1794	9.3839	5.8195	9.7193	9.7493	8.0877	5.0484	8.9706	5.1079
ENSG00000119138	4.4314	3.779	1.9834	1.841	2.1973	1.1398	6.2655	6.8185	2.0116	1.9873	3.5031	1.5234
ENSG00000083067	0.0033	0.002	0.0042	0.0078	0	0.0014	0	0.0016	0.0049	0.0112	0.0062	0.0049
ENSG00000135048	9.5793	9.5526	11.1954	12.8805	10.1015	8.3347	8.9774	9.469	10.3125	11.1483	10.5052	10.1962
ENSG00000107362	2.7646	2.6737	3.636	4.6495	3.2054	3.1824	1.8424	2.2555	2.8464	2.7622	2.838	3.3667
ENSG00000155621	1.7629	1.7082	2.1353	1.7252	2.3521	2.8876	1.712	1.5763	2.1958	1.279	2.5892	3.3906
ENSG00000204669	0	0	0	0	0	0	0	0	0.0295	0	0	0
ENSG00000119125	0	0.0025	0	0.0736	0	0	0	0	0	0.2059	0	0.0041
ENSG00000235523	0	0	0	0.1071	0	0	0	0	0	0	0	0
ENSG00000225434	0.0133	0.0158	0	0	0.0225	0	0	0.0256	0	0.0129	0.0127	0.0131
ENSG00000107372	15.9797	14.2907	15.2876	14.0797	12.3996	12.2772	17.5474	18.3676	10.9857	12.181	12.3264	11.7916
ENSG00000165091	0.0492	0.0377	0.0482	0.0083	0.0537	0.0357	0.0483	0.0611	0.095	0.0686	0.0671	0.0417
ENSG00000236849	0	0	0.0875	0	0.0865	0	0	0	0.3065	0.0498	0.0973	0
ENSG00000165092	0.3775	0.4435	0.3139	0.2713	0.5532	0.3199	0.6029	0.6188	0.3953	0.2791	0.4694	0.2376
ENSG00000135046	44.7175	39.0774	34.8929	37.9167	50.3398	35.2195	41.148	43.6091	29.063	29.2438	59.6198	38.2764
ENSG00000198963	0.0951	0.0973	0.1107	0.2015	0.1442	0.0518	0.0623	0.0821	0.0715	0.1227	0.1005	0.084
ENSG00000119121	0.0246	0.0126	0.012	0.0125	0.0089	0.0119	0	0.0034	0.0158	0.0651	0.0201	0.0347
ENSG00000135045	3.4594	2.6648	1.369	1.4282	2.1152	1.8157	2.4712	2.2187	1.1363	0.7243	1.9113	0.9006
ENSG00000156017	2.842	2.3655	1.7458	1.7437	2.1294	1.3598	2.3652	2.6496	1.6995	1.2349	2.1589	1.0071
ENSG00000106733	0.683	0.7091	0.4266	0.42	0.8586	0.9145	1.0821	0.9449	0.3674	0.2798	0.9013	1.3013
ENSG00000134996	7.6104	6.735	4.2161	5.2445	6.3523	4.585	7.1342	5.776	3.4155	2.9416	4.6924	3.2264
ENSG00000236376	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000099139	0.1513	0.1561	0.1892	0.1369	0.1719	0.1978	0.1999	0.2329	0.3507	0.2578	0.2424	0.3375
ENSG00000135002	2.0848	1.7047	0.9947	1.545	1.5691	1.1966	1.8492	2.0057	0.7452	0.689	1.444	0.9646
ENSG00000187210	4.2117	3.6494	1.7387	1.2649	3.8424	2.3108	3.8281	3.66	1.4969	0.8789	3.6447	2.2897
ENSG00000106772	0.6474	0.5818	0.6891	0.5849	0.7156	0.4608	0.8578	0.8848	0.8635	0.563	0.8847	0.5489
ENSG00000204612	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000197969	1.9639	1.8066	1.814	2.1757	2.0538	1.7529	2.3297	2.2665	2.3374	1.5873	2.096	1.8789
ENSG00000156049	0.024	0.0143	0.0205	0.0426	0.0102	0.0101	0.0823	0	0.018	0.1286	0.0343	0
ENSG00000156052	6.1768	5.2332	6.4616	4.5998	5.4706	3.5041	5.9852	6.415	6.4099	4.0497	5.9499	3.7656
ENSG00000148019	2.2204	1.9797	1.7812	2.2883	2.0361	1.7737	1.4619	1.6492	1.6237	1.8632	1.4971	1.5048
ENSG00000135069	6.6732	6.1301	5.0066	6.1642	7.2291	6.361	11.7757	12.7624	6.8707	7.1077	11.9973	7.8389
ENSG00000260995	0	0	0	0	0	0	0	0.0129	0	0	0	0
ENSG00000233086	0	0.0087	0	0	0.037	0	0	0	0	0.0283	0.0139	0.0287
ENSG00000106829	8.8229	9.3281	11.4029	11.8305	7.9482	4.8425	7.704	7.9884	9.7875	12.1776	7.4106	5.4538
ENSG00000232494	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000260564	0	0	0	0.0257	0	0.0092	0	0	0.0326	0.275	0	0
ENSG00000230945	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000226798	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000196781	1.2423	1.2124	0.7291	0.5356	1.6233	1.6436	1.4766	1.1551	0.6188	0.5575	1.5659	1.3209
ENSG00000233926	0.0173	0	0.0296	0.0205	0.0293	0.0439	0	0	0	0	0	0
ENSG00000267559	0	0	0	0	0	0	0	0	0	0.0144	0	0
ENSG00000214929	0	0	0	0	0	0	0	0	0	0	0	0
ENSG00000228430	0.0181	0.0162	0.031	0.0215	0.0077	0.0153	0	0.0087	0.0136	0.0088	0.0259	0.0179
ENSG00000225085	0.0716	0	0	0	0	0	0	0	0.1076	0	0	0
ENSG00000232749	0	0	0	0	0	0	0	0	0	0.0531	0	0
ENSG00000165105	0.0441	0.0439	0.0084	0.0116	0.0707	0.1537	0	0.0237	0.0368	0.0335	0.0748	0.1455
ENSG00000172159	0.1127	0.11	0.2372	0.3098	0.113	0.0825	0.0939	0.0495	0.2463	0.495	0.1173	0.0862
ENSG00000148057	0.4579	0.4682	0.0701	0.1163	0.2081	0.1108	0.9743	0.4265	0.0737	0.0798	0.1873	0.1779
ENSG00000135018	9.1679	8.2867	6.0272	7.7649	8.4236	6.5613	7.6497	8.3205	5.0984	5.7689	7.2762	6.4597
ENSG00000165113	0.2603	0.138	0.1901	0.0572	0.319	0.4982	0.0663	0.1024	0.1448	0.0847	0.4048	0.6866
ENSG00000165115	0.7857	0.6972	0.712	0.4545	0.9322	0.6224	0.7904	0.8639	0.7006	0.374	1.1156	0.594
ENSG00000165118	2.281	2.2295	1.495	1.232	2.1482	1.6595	2.1346	2.0303	1.2919	1.3052	1.8121	1.2759
ENSG00000165119	32.6229	31.9536	26.7354	30.7393	30.916	22.3889	26.1068	27.1248	18.4866	19.3274	26.9065	19.6493
ENSG00000178966	4.1867	3.6957	1.5476	1.7431	2.6129	1.7658	2.8355	2.9927	1.2721	0.9079	2.4949	1.3529
ENSG00000227463	0	0.0387	0.0278	0.0193	0.0276	0.1238	0	0.0157	0	0.0475	0.0155	0.1446
ENSG00000197506	0.0698	0.0719	0.0326	0.0376	0.0538	0.0215	0.0872	0.0552	0.0381	0.0062	0.0303	0.0126
ENSG00000148053	0.5724	0.48	0.476	0.394	0.5199	0.4101	0.7658	0.7904	0.5628	0.4086	0.6672	0.5586
ENSG00000135049	1.485	1.3463	1.2111	0.767	1.484	1.0514	1.4065	1.562	1.4577	0.4057	1.4865	0.8422
ENSG00000229454	0	0	0	0	0	0	0	0	0.1141	0	0	0
ENSG00000230303	0.0666	0	0	0	0.0565	0.1694	0	0	0	0	0.0318	0.033
ENSG00000135040	4.6278	4.2977	3.4615	2.749	4.1164	2.6394	4.2664	4.1589	3.1471	2.14	4.0148	2.2756
ENSG00000135052	3.6803	3.6186	2.2974	2.3463	3.7367	2.9487	3.8638	3.6963	2.036	1.5853	3.5856	2.9094
ENSG00000187753	0.0506	0.1208	0.4486	0.3402	0.7303	1.0297	0.1547	0.0489	0.6593	0.3459	0.6121	1.1854
ENSG00000135070	2.3799	2.1796	1.8698	1.4759	2.1629	2.4299	1.9851	2.2411	1.6457	1.1174	2.0241	3.1127
ENSG00000083223	5.7728	5.1009	4.6582	4.1659	5.8834	5.7643	5.7456	6.0598	4.899	3.6274	6.2789	7.6574
ENSG00000235819	0	0.0987	0	0	0	0	0	0	0	0	0	0
ENSG00000232211	0	0	0	0	0	0	0	0.0594	0	0	0	0
