"GFP-1" "GFP-2" "GFP-3" "HS-GFP-1" "HS-GFP-2" "HS-GFP-3" "WT-1" "WT-2" "WT-3" "HS-WT-1" "HS-WT-2" "HS-WT-3"
"ENSG00000251374" 1 0 0 1 5 8 0 0 1 17 22 11
"ENSG00000186468" 2566 3044 3824 5348 4249 7431 2854 3031 3181 5536 4612 3975
"ENSG00000172795" 792 815 1059 1129 969 1829 1108 1050 1175 1511 1326 1078
"ENSG00000168916" 0 1 0 0 0 0 0 1 1 0 2 0
"ENSG00000249112" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251456" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000242814" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248626" 0 1 0 0 0 1 0 0 0 3 1 0
"ENSG00000199398" 0 0 0 0 0 1 0 0 0 2 0 0
"ENSG00000113312" 1301 1425 1725 2140 1449 2544 1376 1505 1465 1475 1375 1091
"ENSG00000223908" 0 0 1 1 0 1 0 0 1 2 2 4
"ENSG00000170234" 458 536 674 845 591 1052 586 552 649 361 293 245
"ENSG00000247699" 0 0 0 1 0 0 0 1 1 0 0 0
"ENSG00000145808" 0 0 0 0 0 1 1 0 0 0 0 0
"ENSG00000145632" 654 776 977 427 321 564 905 996 970 1093 960 834
"ENSG00000271257" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000265699" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250127" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250958" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250682" 0 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000247402" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286338" 0 0 1 0 1 0 0 0 0 0 1 0
"ENSG00000175749" 1 0 0 2 1 2 0 0 0 1 2 2
"ENSG00000145723" 133 141 222 171 113 199 188 197 202 112 101 75
"ENSG00000185372" 0 0 0 0 0 0 0 0 0 1 0 1
"ENSG00000251724" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251663" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000113163" 277 338 437 366 293 520 423 481 494 297 307 240
"ENSG00000122008" 314 343 408 382 265 437 429 432 454 259 232 183
"ENSG00000248881" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272040" 4 3 8 24 25 34 4 7 9 6 19 11
"ENSG00000189045" 1 1 3 27 24 38 4 1 3 7 9 3
"ENSG00000039139" 23 28 44 41 28 44 35 43 63 38 26 31
"ENSG00000070808" 0 0 0 0 0 0 1 0 0 8 4 3
"ENSG00000049167" 154 143 193 330 237 441 156 191 191 130 133 112
"ENSG00000235558" 2 3 2 0 4 3 3 2 4 7 5 2
"ENSG00000250387" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253985" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169040" 0 0 0 0 0 0 0 1 0 0 0 0
"ENSG00000249981" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253536" 0 0 0 0 0 0 0 0 0 2 0 0
"ENSG00000247911" 1 0 1 0 1 0 0 0 1 0 0 2
"ENSG00000164326" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000278824" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000202092" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000213663" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000249919" 0 0 0 0 1 0 1 0 0 0 0 1
"ENSG00000164334" 1 0 0 6 5 8 0 0 1 0 0 0
"ENSG00000250895" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000234259" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000133835" 3382 3768 4799 4618 3362 6034 4411 4336 4874 5059 4698 3681
"ENSG00000154153" 811 964 1183 360 263 525 1160 1279 1339 822 721 603
"ENSG00000083312" 3273 3649 4438 4012 3096 5602 3846 3885 4354 4102 3755 2833
"ENSG00000213523" 665 830 977 1174 833 1471 797 840 1009 815 702 585
"ENSG00000043143" 1613 2222 2602 563 424 706 2003 2149 2316 887 782 656
"ENSG00000120314" 799 1010 1167 1213 966 1666 1006 1055 1158 918 799 683
"ENSG00000283288" 0 0 0 0 1 0 0 0 0 0 0 0
"ENSG00000158497" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000230561" 3 1 3 4 3 3 4 3 2 1 1 0
"ENSG00000164509" 0 0 0 0 0 0 0 0 0 3 2 2
"ENSG00000174339" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000173250" 1 0 1 2 0 0 1 1 1 1 1 0
"ENSG00000113649" 2535 2832 3321 8428 5529 9682 2777 2681 2968 1836 1578 1215
"ENSG00000279446" 0 0 1 2 0 1 0 0 0 0 0 0
"ENSG00000288095" 6 9 3 4 0 1 10 12 14 13 13 8
"ENSG00000204956" 50 47 58 29 19 27 59 71 78 41 32 21
"ENSG00000081853" 5 6 11 2 1 13 6 3 5 18 17 14
"ENSG00000254245" 1 2 6 0 3 1 5 2 1 4 3 4
"ENSG00000254221" 20 33 40 22 19 35 22 27 28 8 8 6
"ENSG00000280026" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000262576" 8 16 22 0 2 4 14 18 20 1 3 0
"ENSG00000253910" 10 19 36 9 5 4 21 29 27 8 3 7
"ENSG00000253485" 10 9 19 4 3 5 11 17 10 3 2 1
"ENSG00000262209" 16 16 25 10 5 6 13 12 17 2 2 3
"ENSG00000253731" 36 22 38 10 6 13 27 43 31 9 5 4
"ENSG00000253537" 1 2 5 3 1 3 1 2 1 1 1 1
"ENSG00000253953" 11 21 22 19 5 22 26 24 30 10 12 10
"ENSG00000253767" 4 2 2 1 0 4 1 1 3 0 0 0
"ENSG00000261934" 5 3 5 5 3 2 9 7 8 0 1 0
"ENSG00000253846" 16 19 29 11 8 8 18 11 15 1 6 4
"ENSG00000254122" 7 8 12 3 3 2 9 7 17 4 4 2
"ENSG00000253873" 12 6 16 3 3 5 9 9 16 3 7 4
"ENSG00000248449" 2 1 1 1 0 2 0 1 3 1 1 2
"ENSG00000279855" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253159" 5 5 5 1 1 4 1 5 2 2 3 1
"ENSG00000276545" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000273557" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000240184" 0 3 5 5 4 4 4 2 2 0 0 1
"ENSG00000242020" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000242419" 0 0 0 1 1 1 0 0 0 0 0 0
"ENSG00000240764" 0 0 0 3 0 0 0 1 0 0 0 0
"ENSG00000246422" 1 1 0 1 0 3 0 0 1 1 1 3
"ENSG00000240974" 0 0 0 0 0 1 0 0 0 1 2 0
"ENSG00000228737" 0 2 2 1 1 5 4 3 1 0 0 0
"ENSG00000171720" 906 1053 1254 740 648 1068 978 1062 1217 1053 901 766
"ENSG00000164620" 59 89 95 73 47 100 106 108 119 62 45 34
"ENSG00000276547" 3 18 11 7 5 3 12 12 20 3 5 2
"ENSG00000221990" 79 118 148 59 56 87 118 117 146 91 55 67
"ENSG00000063438" 3 1 4 15 6 15 7 3 8 13 20 16
"ENSG00000145730" 3599 3907 5035 4703 3563 6540 6371 6387 6959 7881 7115 5861
"ENSG00000172262" 1435 1609 2016 4071 2838 5169 1496 1554 1728 4710 4350 3345
"ENSG00000164241" 42 41 48 24 21 52 60 50 63 29 29 19
"ENSG00000214944" 152 218 234 207 182 279 256 268 341 183 150 115
"ENSG00000172869" 2122 2287 2848 1808 1424 2654 2537 2568 2817 1689 1533 1206
"ENSG00000145908" 683 763 866 1593 1132 2235 798 872 932 542 480 371
"ENSG00000086570" 8 6 9 15 18 34 8 9 12 6 12 3
"ENSG00000145832" 2 1 0 0 0 1 1 2 2 0 3 0
"ENSG00000185261" 193 207 245 50 25 80 203 224 216 126 126 72
"ENSG00000186314" 122 137 163 64 51 92 156 153 193 163 139 102
"ENSG00000164329" 374 438 488 695 522 954 516 479 557 342 277 260
"ENSG00000131844" 1349 1660 1977 1418 1045 1802 1373 1414 1510 1320 1211 935
"ENSG00000186493" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000248473" 15 21 24 5 4 9 20 32 20 18 8 11
"ENSG00000146054" 440 592 700 645 532 848 623 601 738 488 420 367
"ENSG00000250900" 6 6 6 3 3 0 10 3 12 1 4 3
"ENSG00000248514" 53 60 83 69 50 102 71 85 95 52 25 46
"ENSG00000286644" 0 6 1 1 2 2 5 4 4 6 10 4
"ENSG00000146063" 612 799 990 932 666 1124 802 780 935 433 382 343
"ENSG00000264732" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000247049" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000204628" 20011 26266 31531 42575 33704 56736 19442 21187 22589 32475 28059 23827
"ENSG00000272296" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000264549" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286310" 1 0 1 1 0 1 0 0 0 2 1 0
"ENSG00000248103" 1 0 1 1 0 1 0 0 0 0 2 1
"ENSG00000274525" 2 1 0 0 1 0 1 0 1 5 1 1
"ENSG00000222533" 0 0 0 0 0 0 1 0 1 0 0 0
"ENSG00000183718" 267 267 349 901 696 1154 330 358 384 169 142 119
"ENSG00000249647" 2 0 0 1 0 3 0 1 0 0 0 1
"ENSG00000113648" 4002 4817 5764 4907 3480 6258 4778 4761 5304 5741 4886 3883
"ENSG00000270021" 7 7 9 2 2 7 10 8 7 2 7 4
"ENSG00000251380" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000255833" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249639" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000249915" 493 570 750 634 506 955 671 707 794 573 488 427
"ENSG00000160867" 494 749 926 858 661 1129 541 578 689 578 468 422
"ENSG00000240729" 0 1 1 10 8 11 2 0 0 9 9 10
"ENSG00000270706" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000169228" 98 162 185 213 200 346 149 176 211 146 127 105
"ENSG00000169230" 1325 2248 2628 2792 2144 3578 1725 1806 2077 2305 1877 1633
"ENSG00000169223" 2074 2931 3416 4162 3046 4799 2744 2794 3269 4445 3721 3086
"ENSG00000239393" 0 0 0 0 0 0 0 0 1 0 1 0
"ENSG00000169220" 230 322 377 336 205 391 313 299 383 139 108 95
"ENSG00000028310" 1176 1555 1927 3462 2647 4565 1482 1561 1781 1154 993 823
"ENSG00000071539" 2181 2352 2970 2646 1964 3267 2162 2196 2395 2085 1897 1473
"ENSG00000287600" 15 12 10 22 20 17 4 15 20 129 114 81
"ENSG00000248949" 0 0 0 2 3 4 0 0 0 1 0 0
"ENSG00000250173" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000272347" 0 2 1 0 0 2 1 4 4 4 3 1
"ENSG00000145506" 23 53 71 44 51 72 44 55 72 23 21 16
"ENSG00000113504" 908 1352 1573 987 805 1314 1391 1549 1722 971 895 695
"ENSG00000263834" 0 0 0 2 2 3 0 0 0 3 2 1
"ENSG00000201274" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000164405" 1324 1580 2026 1719 1502 2828 1690 1814 1965 3071 2599 2315
"ENSG00000164406" 28 26 34 105 67 160 36 27 28 66 59 55
"ENSG00000165671" 2474 2768 3422 1861 1359 2328 2735 2781 3076 2947 2468 2080
"ENSG00000286634" 4 2 3 17 15 23 3 1 5 10 12 5
"ENSG00000113722" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000134516" 4 8 2 6 5 8 9 2 6 12 7 13
"ENSG00000169862" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000161010" 304 379 454 666 503 834 500 469 573 444 367 293
"ENSG00000145740" 799 892 1055 870 705 1304 998 1002 1048 576 564 405
"ENSG00000145743" 394 451 543 629 480 869 579 641 632 678 594 488
"ENSG00000185305" 126 163 167 167 114 206 186 163 182 115 97 89
"ENSG00000067248" 712 733 898 935 747 1261 778 830 856 725 644 495
"ENSG00000205765" 1664 1825 2307 3134 2323 4163 1983 2093 2198 1848 1661 1246
"ENSG00000132563" 0 0 3 5 3 4 0 3 1 2 4 3
"ENSG00000113240" 342 423 555 791 585 1008 578 521 558 260 276 196
"ENSG00000211445" 16 24 23 6 5 5 35 34 43 30 25 26
"ENSG00000073578" 508 659 762 1177 890 1557 605 625 683 873 752 601
"ENSG00000113448" 886 1003 1202 525 393 668 1146 1258 1248 1873 1617 1226
"ENSG00000048162" 870 964 1331 2265 1662 2918 760 755 810 1018 903 751
"ENSG00000135083" 231 256 325 158 122 181 258 313 315 82 70 86
"ENSG00000038382" 2752 3367 3989 8093 6071 10435 4463 4633 5187 4148 3571 2840
"ENSG00000170606" 7460 8321 10009 12537 9516 17565 7828 7752 8896 10725 9315 7527
"ENSG00000169194" 1 0 0 2 0 2 0 1 0 2 1 4
"ENSG00000145734" 870 938 1153 1658 1160 1940 1030 996 1084 991 916 734
"ENSG00000151422" 1308 1358 1620 1109 895 1491 1237 1278 1511 1602 1363 1046
"ENSG00000172901" 1 2 4 220 171 288 2 2 3 9 4 1
"ENSG00000131504" 5820 6599 8051 8313 6176 10888 6885 7069 7610 5561 4949 4003
"ENSG00000217128" 650 661 865 1755 1247 2232 1074 1042 1160 815 689 558
"ENSG00000222111" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200648" 0 0 0 1 0 0 0 0 0 0 0 0
"ENSG00000113749" 0 0 0 8 5 7 0 0 0 0 0 0
"ENSG00000145741" 3523 3751 4676 6716 4555 7921 3570 3620 3857 6680 5964 4779
"ENSG00000237693" 2 3 3 3 1 2 4 4 2 7 9 9
"ENSG00000069020" 106 144 139 61 51 77 203 227 244 230 174 133
"ENSG00000113758" 1644 2352 2854 2252 1697 2645 1929 1942 2282 1505 1372 1065
"ENSG00000253305" 6 15 25 5 3 8 10 11 17 3 4 3
"ENSG00000175471" 265 271 370 157 96 191 338 378 374 172 174 148
"ENSG00000153404" 29 41 36 16 4 12 20 19 23 11 17 1
"ENSG00000132915" 1 0 3 5 5 3 1 0 1 1 1 1
"ENSG00000251583" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200334" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000155850" 1806 1962 2583 741 622 1123 2069 2128 2321 838 785 564
"ENSG00000197375" 1278 1496 1832 1358 955 1709 1589 1678 1893 1573 1343 1138
"ENSG00000132842" 990 1086 1328 1159 806 1487 1334 1384 1401 1651 1509 1169
"ENSG00000253558" 0 0 0 0 0 0 0 0 0 5 4 4
"ENSG00000249372" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251605" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000200331" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000206714" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000164404" 12 15 16 16 6 7 20 22 18 108 124 73
"ENSG00000188818" 121 118 162 372 271 439 102 114 111 224 196 168
"ENSG00000279558" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000112852" 49 59 59 33 32 47 70 71 84 15 22 13
"ENSG00000272154" 0 0 0 1 0 0 0 2 1 0 0 0
"ENSG00000113205" 27 30 34 30 20 42 44 47 47 16 12 11
"ENSG00000272108" 3 4 3 1 1 2 1 2 9 1 0 0
"ENSG00000081818" 27 22 25 25 19 28 16 24 27 9 8 5
"ENSG00000113209" 12 14 25 25 14 23 10 9 17 5 7 2
"ENSG00000280029" 0 0 0 0 0 0 0 0 0 0 0 1
"ENSG00000113211" 8 6 8 7 5 10 9 9 4 3 2 0
"ENSG00000255622" 2 3 1 0 1 2 2 2 1 1 0 0
"ENSG00000280336" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000113212" 1 1 2 3 1 3 2 1 1 0 1 1
"ENSG00000120322" 0 6 9 3 5 7 4 3 6 0 0 1
"ENSG00000279472" 0 0 0 0 0 0 0 0 0 1 0 0
"ENSG00000272674" 36 49 72 36 16 40 25 26 39 1 4 2
"ENSG00000279068" 0 0 1 0 0 0 0 0 0 0 0 0
"ENSG00000278936" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000177839" 5 5 19 5 2 11 14 8 6 3 3 1
"ENSG00000279375" 0 0 0 1 0 0 2 0 0 1 0 0
"ENSG00000120324" 7 4 9 5 2 8 1 9 6 2 4 0
"ENSG00000197479" 4 6 4 1 1 5 5 4 3 3 7 4
"ENSG00000120328" 4 4 5 2 2 1 2 3 3 4 1 2
"ENSG00000187372" 70 95 101 82 46 92 62 57 66 10 13 7
"ENSG00000120327" 44 48 48 35 35 43 46 49 51 29 20 24
"ENSG00000279983" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000146001" 5 2 7 6 1 5 3 3 1 3 5 4
"ENSG00000262096" 0 0 1 0 0 0 2 0 0 0 0 1
"ENSG00000113248" 21 25 17 38 19 23 24 36 33 18 16 16
"ENSG00000277795" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000178913" 2260 2362 2908 5395 4223 7749 2447 2448 2577 10712 9293 8129
"ENSG00000120329" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000250803" 0 2 0 9 10 14 0 0 2 2 0 0
"ENSG00000273841" 567 645 787 1304 909 1644 773 664 815 939 782 595
"ENSG00000177733" 3424 4569 5619 5996 5138 8636 4099 4158 4782 6026 4619 4104
"ENSG00000287067" 4 7 11 5 4 6 9 7 7 7 10 9
"ENSG00000270697" 0 1 2 1 0 0 2 1 2 0 1 1
"ENSG00000250159" 74 87 124 30 20 41 119 141 166 121 94 63
"ENSG00000120729" 7 5 6 3 0 1 10 7 7 2 7 5
"ENSG00000078795" 5 4 12 6 7 12 9 8 13 10 7 7
"ENSG00000113141" 2400 2371 3076 4355 2796 4823 2478 2570 2774 1755 1693 1377
"ENSG00000205464" 50 58 58 13 6 18 64 64 71 26 26 16
"ENSG00000251235" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000145703" 23 17 30 10 14 13 37 46 39 12 18 15
"ENSG00000250574" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000249713" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000164220" 1 0 0 0 0 0 1 2 1 0 0 1
"ENSG00000225407" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000277188" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000278237" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000181104" 122 145 159 60 49 97 163 163 194 66 53 43
"ENSG00000164251" 46 59 59 21 20 28 43 38 50 41 32 36
"ENSG00000264391" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253295" 0 0 0 2 0 2 0 1 0 6 6 11
"ENSG00000213386" 0 0 0 0 2 3 1 1 2 11 12 3
"ENSG00000120129" 1811 2362 2922 517 404 650 2729 2849 3356 10282 8824 7317
"ENSG00000206741" 0 0 0 0 0 0 0 0 0 1 2 0
"ENSG00000270243" 0 1 0 0 0 0 0 0 0 4 1 1
"ENSG00000253628" 0 0 0 0 0 0 0 0 0 5 3 5
"ENSG00000204758" 25 37 33 22 21 28 32 36 34 23 21 19
"ENSG00000254295" 0 0 0 1 0 2 0 0 0 0 0 0
"ENSG00000037241" 791 920 1167 1174 960 1627 739 727 791 1091 965 809
"ENSG00000253785" 0 0 4 6 5 10 0 1 0 5 1 1
"ENSG00000113732" 1734 2009 2505 2637 1978 3666 2712 2670 2938 2477 2111 1858
"ENSG00000254328" 0 0 0 0 0 0 1 0 1 0 0 1
"ENSG00000212402" 0 0 0 0 0 0 0 0 1 1 1 1
"ENSG00000207210" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000164463" 75 68 94 46 30 46 157 166 181 437 370 295
"ENSG00000253439" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253172" 0 0 0 1 0 0 0 2 0 0 0 0
"ENSG00000113734" 188 224 272 413 333 592 201 163 233 208 175 158
"ENSG00000145642" 0 0 0 1 1 1 0 0 0 0 0 0
"ENSG00000153006" 304 342 359 806 634 1086 321 357 348 334 294 237
"ENSG00000113719" 6290 7782 9390 8743 6238 10618 8158 8385 9697 8956 7738 6113
"ENSG00000153015" 319 367 411 415 307 516 322 322 330 436 342 245
"ENSG00000146083" 504 670 835 417 309 558 717 808 929 1252 1082 934
"ENSG00000248484" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000251446" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000248859" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000074276" 8 6 12 23 21 39 9 9 14 13 9 11
"ENSG00000049192" 14 28 25 6 7 11 40 52 43 35 33 24
"ENSG00000170469" 37 45 46 41 25 35 37 54 54 48 49 33
"ENSG00000175857" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000246323" 0 7 1 2 2 6 2 1 3 1 6 1
"ENSG00000250260" 0 2 0 1 0 3 1 0 0 0 0 0
"ENSG00000222924" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000061492" 1 0 0 0 0 0 0 0 0 1 2 2
"ENSG00000112981" 4 1 6 4 2 2 5 3 4 10 10 9
"ENSG00000212460" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000199880" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000031003" 782 851 1064 833 594 1060 1466 1458 1633 1448 1328 1029
"ENSG00000164347" 633 726 826 669 506 873 768 751 905 1167 1053 828
"ENSG00000207336" 0 1 0 0 6 2 2 0 2 9 7 9
"ENSG00000164346" 1098 1170 1464 2266 1606 2776 1149 1102 1260 2018 1708 1360
"ENSG00000199645" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250071" 0 0 0 0 3 0 0 0 0 5 11 8
"ENSG00000271714" 1 0 0 1 0 2 1 0 1 0 0 0
"ENSG00000212363" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000198780" 167 163 192 262 176 332 135 138 128 146 149 112
"ENSG00000268223" 0 0 0 5 7 8 5 2 1 59 45 37
"ENSG00000019582" 2 2 5 81 69 137 1 1 2 191 173 129
"ENSG00000205279" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000132356" 3418 3804 4444 2662 1956 3513 4300 4184 4550 2191 2022 1462
"ENSG00000145687" 60 76 88 54 35 98 120 119 120 61 50 47
"ENSG00000213347" 115 192 207 205 163 260 188 194 199 51 45 45
"ENSG00000155506" 7574 9369 11346 12692 9048 15573 8647 8663 10016 7188 5925 4914
"ENSG00000288766" 6 6 11 5 1 3 7 10 7 5 8 3
"ENSG00000286818" 0 0 0 9 1 10 0 0 0 0 0 1
"ENSG00000241956" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000253736" 3 4 5 0 1 0 2 4 2 11 7 9
"ENSG00000235172" 6 3 4 1 0 1 5 9 5 3 2 2
"ENSG00000289478" 0 0 1 1 0 0 0 1 3 1 1 0
"ENSG00000289317" 2 0 1 1 0 0 1 1 1 1 2 0
"ENSG00000288758" 0 1 1 0 0 0 0 2 3 66 72 52
"ENSG00000245864" 1 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000289152" 1 1 1 0 0 0 0 0 0 4 6 2
"ENSG00000245556" 34 71 79 84 57 95 59 62 80 55 47 35
"ENSG00000250992" 0 0 0 0 0 0 0 0 0 2 6 4
"ENSG00000249364" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000289196" 3 3 4 3 1 3 4 5 3 3 2 3
"ENSG00000250072" 2 3 5 0 0 0 12 9 12 1 0 2
"ENSG00000249808" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000250891" 3 2 2 6 5 9 2 9 7 5 2 4
"ENSG00000289497" 0 1 0 0 0 0 0 0 0 1 1 1
"ENSG00000286271" 0 0 0 0 0 0 0 0 1 0 0 1
"ENSG00000289462" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000288764" 18 9 22 8 6 14 26 20 11 3 8 7
"ENSG00000289056" 3 12 15 5 6 4 9 9 13 7 3 4
"ENSG00000289493" 0 0 0 0 0 0 0 0 0 2 6 0
"ENSG00000288892" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000246334" 50 62 76 104 84 192 72 65 91 25 22 16
"ENSG00000287162" 0 0 0 0 0 2 0 0 0 0 0 0
"ENSG00000286615" 1 1 3 4 0 2 4 3 1 3 1 5
"ENSG00000289601" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000283286" 0 0 0 0 0 1 0 0 0 0 0 0
"ENSG00000250994" 6 5 24 1 0 0 14 21 25 6 1 3
"ENSG00000289075" 0 0 0 0 0 0 0 0 1 2 0 2
"ENSG00000289184" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000289267" 0 0 0 0 0 0 0 0 0 11 15 9
"ENSG00000249335" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287263" 2 3 5 4 3 0 6 10 4 11 6 2
"ENSG00000288957" 0 0 0 0 0 0 0 0 0 0 1 3
"ENSG00000288774" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000177738" 292 360 467 336 234 430 464 490 590 211 198 136
"ENSG00000288936" 0 0 0 0 0 0 1 1 0 5 1 1
"ENSG00000289206" 0 4 2 2 4 4 1 2 3 2 0 1
"ENSG00000249746" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000289535" 0 0 0 0 0 0 1 0 0 0 0 0
"ENSG00000249362" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000288911" 14 13 24 9 1 7 21 14 13 11 12 6
"ENSG00000250358" 0 0 0 0 0 0 0 0 0 0 1 0
"ENSG00000249306" 10 14 22 21 13 14 56 66 82 45 41 31
"ENSG00000245812" 0 0 0 0 0 0 0 0 0 0 2 0
"ENSG00000289088" 2 2 6 1 2 2 7 12 10 8 9 5
"ENSG00000249637" 20 21 27 26 16 36 23 27 24 24 18 18
"ENSG00000288737" 3 1 1 0 0 0 1 0 0 7 5 5
"ENSG00000248664" 5 1 4 30 23 26 2 2 2 3 3 4
"ENSG00000288741" 16 17 22 3 3 5 14 22 22 2 2 2
"ENSG00000289274" 18 30 23 2 5 8 31 25 36 10 12 13
"ENSG00000248323" 11 22 21 4 4 14 170 165 210 100 83 58
"ENSG00000249740" 30 53 62 204 156 263 72 68 81 153 114 92
"ENSG00000249492" 48 51 64 91 73 157 78 77 78 56 59 39
"ENSG00000215246" 2 5 4 1 1 1 5 5 8 1 0 0
"ENSG00000288799" 1 1 0 0 0 0 3 2 4 2 1 0
"ENSG00000289008" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000231185" 3 1 3 1 0 3 2 5 2 3 2 0
"ENSG00000249743" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000288763" 0 0 0 4 3 0 0 0 0 0 0 1
"ENSG00000227908" 3 2 4 4 3 7 4 1 9 2 7 3
"ENSG00000249669" 0 1 0 0 0 0 0 0 0 1 6 2
"ENSG00000283462" 0 0 0 0 1 1 0 1 0 0 0 0
"ENSG00000281327" 0 0 0 10 12 12 0 0 0 0 0 0
"ENSG00000215068" 160 157 198 80 49 88 214 197 240 112 96 70
"ENSG00000288978" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000287709" 0 0 1 0 0 0 1 1 0 0 0 0
"ENSG00000251443" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000288846" 0 0 0 0 0 0 0 0 0 0 0 0
"ENSG00000286753" 28 30 35 12 8 10 23 41 21 28 21 21
"ENSG00000253965" 0 0 0 5 3 5 0 0 0 0 3 1
